name,author,narrator,time,releasedate,language,stars,price,ratings
Twist,KylieScott,AndiArndt,454,2017-11-04,English,0.0,134.0,0.0
Le cupcake café sous la neige,JennyColgan,MarineRoyer,571,2021-10-14,french,0.0,755.0,0.0
Bad Intentions,EllaFrank,"TimPaige,AidenSnow",396,2021-02-11,English,0.0,586.0,0.0
Just Haven't Met You Yet,SophieCousens,CharlotteBeaumont,605,2021-01-09,English,0.0,888.0,0.0
Out of Love,HazelHayes,HazelHayes,640,2021-04-11,English,0.0,835.0,0.0
Colorado Christmas Magic,CaitlinMcKenna,EmilyPikeStewart,589,2021-10-14,English,0.0,1172.0,0.0
Dr. Brooks,RaylinMarks,"StephanieRose,JeremyYork",954,2021-09-21,English,0.0,820.0,0.0
Say Yes,ElleKennedy,StellaBloom,92,2021-09-11,English,3.0,233.0,2.0
Love Story,ErichSegal,MarkWaschke,181,2017-03-23,german,0.0,468.0,0.0
Sapphire Sunset,C.TravisRice,C.TravisRice,1005,2022-01-03,English,0.0,1055.0,0.0
After the Rain,LucyDillon,CharlotteWorthing,742,2022-03-17,English,0.0,888.0,0.0
Eternal Sunshine,L.J.Shen,SavannahPeachwood,91,2021-03-30,English,3.5,233.0,6.0
See Me After Class,MeghanQuinn,"ZacharyWebber,ErinMallon",752,2020-12-15,English,0.0,836.0,0.0
Turó Park (Solo tú),JordiSierraiFabra,ChemaAgullo,673,2022-01-28,spanish,0.0,345.0,0.0
Body Painter (French edition),KhéméiaB,"AntoineDoignon,BarbaraGateau,LeslieAndré",528,2022-01-27,french,0.0,755.0,0.0
Queen by Royal Appointment,LucyMonroe,PearlHewitt,354,2022-01-25,English,0.0,586.0,0.0
Billion Dollar Chance,LinneaMay,"AlexanderCendese,StephanieRose",403,2022-01-25,English,0.0,586.0,0.0
Blutschuld,J.T.Sheridan,ClaireJakobsen,173,2022-01-28,german,0.0,99.0,0.0
More than Love - Was dein Blick mir sagt,NicoleKnoblauch,"NicolásArtajo,NataljaJoselewitsch",487,2022-01-28,german,0.0,334.0,0.0
Secrets of a Small Town Girl (German edition),PiperRayne,"AliciaHofer,PhillipDelarge",460,2022-01-27,german,0.0,602.0,0.0
Billionaire Ever After,JessicaLemmon,"JenniferBlom,TomHeft",520,2022-01-25,English,0.0,1172.0,0.0
Waiting Game,LisaSuzanne,SummerRoberts,316,2022-01-25,English,0.0,1005.0,0.0
Nothing but Ink,CarrieAnnRyan,"TeddyHamilton,JacobMorgan",174,2022-01-25,English,0.0,352.0,0.0
Getting His Game Back,GiaDeCadenet,JonathanHorvath,595,2022-01-25,English,0.0,1005.0,0.0
Ever After Always,ChloeLiese,"CJBloom,NelsonHobbs",618,2021-03-30,English,0.0,586.0,0.0
Magi,DanielleSteel,MarianFriborg,562,2021-11-23,danish,0.0,300.0,0.0
Beauchamp Hall,"DanielleSteel,KarenStrandbygaard",KristineBrendstrup,424,2021-11-18,danish,0.0,602.0,0.0
The Virgin Replay,LaurenBlakely,"VanessaEdwin,TeddyHamilton,AaronShedlock-epilogue",365,2021-09-21,English,0.0,668.0,0.0
The Honeymoon Trap,ChristinaHovland,TinaWolstencroft,519,2022-11-01,English,4.0,703.0,1.0
Protecting What's Theirs,TessaBailey,DaraRosenberg,100,2021-12-21,English,0.0,351.0,0.0
The Billionaire in Her Bed,ReginaKyle,AmyMcFadden,350,2021-07-12,English,0.0,586.0,0.0
Only One Mistake,NatashaMadison,"ConnorCrais,AvaLucas",449,2022-01-13,English,0.0,1172.0,0.0
Hero,LaurenRowe,"LaurenRowe,JohnLane",653,2018-12-03,English,0.0,836.0,0.0
All In,AshleyJade,"TeddyHamilton,MelissaMoran",840,2022-05-01,English,5.0,468.0,1.0
The Lie,KarlaSorensen,"StellaHunter,LanceGreenfield",540,2021-09-15,English,0.0,668.0,0.0
Getting Friendly,SaxonJames,"AlexanderCendese,KirtGraves",391,2021-12-14,English,0.0,586.0,0.0
Park Avenue Pretender,"CrystalPerkins,HeroClub","AaronShedlock,SimoneLewis",269,2021-11-28,English,0.0,501.0,0.0
The One Night,MeghanQuinn,"TeddyHamilton,LaurieWest",128,2021-12-14,English,0.0,352.0,0.0
En un rincón perdido del mundo,IsabelKeats,JesúsBrotóns,556,2021-11-22,spanish,0.0,691.0,0.0
Running on Diesel,MelissaFoster,"SavannahPeachwood,JacobMorgan",536,2021-09-15,English,5.0,668.0,1.0
The Rebound,KendallRyan,"JasonClarke,ErinMallon",359,2021-01-09,English,0.0,668.0,0.0
Canary,Tijan,"CJBloom,ConnorCrais",653,2021-04-10,English,0.0,836.0,0.0
The End Zone,RileyHart,"BenjaminCharles,IggyToma",508,2021-02-08,English,4.0,668.0,1.0
The Death Club,"SusanneValenti,CarolinePeckham","KeiraStevens,TroyDuran",1120,2021-02-08,English,0.0,836.0,0.0
Empire High Matchmaker,IvySmoak,"ConnorCrais,LaurieWest",685,2021-05-20,English,5.0,1172.0,1.0
Only One Love,NatashaMadison,"ConnorCrais,AvaLucas",438,2022-01-03,English,0.0,1407.0,0.0
The Bedroom Experiment,KendallRyan,JasonClarke,73,2020-11-02,English,5.0,233.0,1.0
Go Around,E.J.Noyes,AbbyCraden,518,2021-11-16,English,0.0,668.0,0.0
Falling Out of Hate with You,LaurenRowe,"AndiArndt,JacobMorgan",495,2021-04-15,English,0.0,668.0,0.0
He Said Always,RuthCardello,"CJBloom,JeremyYork",461,2021-05-25,English,5.0,844.0,2.0
To Have and to Hate,R.S.Grey,"AlexanderCendese,AubreyVincent",537,2021-05-18,English,4.0,668.0,3.0
Hard to Score,K.Bromberg,"JoeArden,MaxineMitchell",530,2021-02-18,English,5.0,668.0,1.0
Hard Code,"MishaBell,DimaZales,AnnaZaires","AvaErickson,SebastianYork",381,2021-12-01,English,0.0,668.0,0.0
Angry God,L.J.Shen,"ChristianRummel,SavannahPeachwood,JacobMorgan,",685,2020-02-18,English,5.0,836.0,7.0
Love Side by Side,ParthaSarthiSenSharma,SagarArya,318,2017-01-01,English,5.0,501.0,1.0
Epic,"SarinaBowen,ElleKennedy","JacobMorgan,TeddyHamilton",67,2020-11-02,English,5.0,233.0,3.0
His Dirty Virgin,JessaJames,AllisonCooke,106,2021-09-28,English,2.0,585.0,1.0
Bonjour tristesse,FrançoiseSagan,CécileCassel,179,2020-12-03,french,0.0,719.0,0.0
The Wedding Proposal,JohnSwansiger,"RachelBoston,ZacharyWebber,RamonDeOcampo,",103,2022-01-20,English,5.0,501.0,1.0
Haman Hain Ishq Mastana,VimleshTripathi,KanchanBhattacharyya,328,2021-02-25,Hindi,0.0,668.0,0.0
Dirty,KylieScott,AndiArndt,497,2016-04-19,English,0.0,134.0,0.0
Katherine Wentworth,D.E.Stevenson,LesleyMackie,520,2013-01-06,English,0.0,573.0,0.0
The Hunter,L.J.Shen,"VirginiaRose,JasonClarke",689,2020-11-05,English,4.0,836.0,4.0
Under Locke,MarianaZapata,CallieDalton,966,2014-12-23,English,4.0,1055.0,6.0
Hooking Up,HelenaHunting,"JacobMorgan,MuffyNewtown",547,2017-07-11,English,4.0,181.0,1.0
The dare,ElleKennedy,"ChristineBraconnier,VictorienRobert",571,2021-07-15,french,0.0,755.0,0.0
Things Liars Say,SaraNey,"AlexanderCendese,ElizabethHart",262,2021-06-22,English,0.0,501.0,0.0
Simply Sexy,CarlyPhillips,MiaMadison,359,2021-07-13,English,4.0,820.0,1.0
The Virgin Game Plan,LaurenBlakely,"JasonClarke,AvaErickson",478,2021-07-06,English,0.0,668.0,0.0
Bourbon Bliss,"ClaireKingsley,LucyScore","StephenDexter,NatalieDuke",594,2021-07-01,English,0.0,668.0,0.0
Accidentally Engaged,FarahHeron,SoneelaNankani,668,2021-02-03,English,0.0,500.0,0.0
Fall,KristenCallihan,"NelsonHobbs,MaxineMitchell",851,2021-06-04,English,0.0,703.0,0.0
Контракт. Брак не предлагать [Contract. Do Not Propose Marriage],EkaterinaKablukova,LadyArfa,748,2021-08-06,russian,0.0,234.0,0.0
The risk,ElleKennedy,"MarineRoyer,MathurinVoltz",726,2021-05-20,french,0.0,755.0,0.0
Just Jilted,CindiMadsen,DanielleK.Gensler,561,2022-03-15,English,0.0,703.0,0.0
The Favor,SuzanneWright,SamanthaCook,923,2021-12-01,English,5.0,703.0,4.0
Afterburn & Aftershock,SylviaDay,AmyMcFadden,450,2014-11-03,English,4.5,352.0,4.0
Irresistible,MelanieHarlow,"TeddyHamilton,SavannahPeachwood",456,2019-02-27,English,5.0,668.0,1.0
Wedding Date,MonicaMurphy,"FelicityMunroe,StephenDexter",505,2021-04-13,English,3.5,820.0,3.0
Nikita's Mistake,ChetnaKhanna,Liya,51,2020-07-14,English,0.0,0.0,0.0
"Rhythm, Chord & Malykhin",MarianaZapata,CarlyRobins,548,2015-03-11,English,0.0,938.0,0.0
Lead,KylieScott,AndiArndt,565,2015-05-11,English,5.0,323.0,1.0
The One for Me,CorinneMichaels,"AndiArndt,JoeArden",547,2020-08-18,English,0.0,668.0,0.0
Rock Redemption,NaliniSingh,JustineO.Keef,707,2015-10-13,English,0.0,938.0,0.0
Before I Ever Met You,KarinaHalle,"AlexanderCendese,JillianMacie",620,2017-08-15,English,4.5,938.0,2.0
Becoming Mrs. Lockwood,K.I.Lynn,"StephanieWyles,JeremyYork",960,2017-06-06,English,0.0,1172.0,0.0
Not You It's Me,JulieJohnson,CarlyRobins,743,2015-10-13,English,0.0,1055.0,0.0
Face Offs & Cheap Shots,"EdenFinley,SaxonJames","AlexanderCendese,IggyToma",425,2021-01-26,English,0.0,586.0,0.0
Love a Little Stronger,PreetiShenoy,PriyankaRajpal,269,2018-01-06,English,5.0,145.0,10.0
Heartwood,J.H.Croix,"JasonClarke,ErinMallon",372,2021-01-07,English,0.0,702.0,0.0
Trending in Love,PankajDubey,MayurSuvarna,375,2021-05-02,English,0.0,879.0,0.0
Pankkineiti ja paremmat ihmiset,ElsaAnttila,AnuVilhunen,530,2022-02-15,finnish,0.0,233.0,0.0
La locura de saltar contigo [Jumping into You],SilviaSancho,GabrielaSánchez,834,2022-02-15,spanish,0.0,703.0,0.0
Opnieuw beginnen,RobinPilcher,GwennyVos,701,2022-11-02,dutch,0.0,267.0,0.0
Ein Cop zum Verlieben,KimmyReeve,"LenaTiemann,MartinKuupa",335,2022-02-13,german,0.0,334.0,0.0
Ein Arzt zum Verlieben,AllieKinsley,"ConstanzeButtmann,SebastianStenczl",207,2022-10-02,german,0.0,334.0,0.0
Le prince imprévu,AlixNichols,"CécileDesnoyers,BenoîtBerthon",299,2022-11-02,french,0.0,452.0,0.0
Parfait ou presque,EnaL.,"ViolanteRhô,JérémyMartin",694,2022-02-14,french,0.0,755.0,0.0
Wilde at Heart,C.J.Love,LaurenFaulkner,365,2022-08-02,English,0.0,234.0,0.0
Pretending with the Greek Billionaire,KiraArcher,PippaJayne,408,2022-02-15,English,0.0,586.0,0.0
Matzah Ball Surprise,LauraBrown,KelliTager,419,2022-02-15,English,0.0,586.0,0.0
Ryder,TeaganKade,"AlexKydd,SofiaWillingham",327,2022-02-15,English,0.0,469.0,0.0
Like Fire we burn (German edition),AylaDade,FundaVanroy,811,2022-11-02,german,0.0,602.0,0.0
Fly into my soul (German edition),MarenVivienHaase,FundaVanroy,608,2022-04-02,german,0.0,602.0,0.0
"Fonce, beauté! [Go, Beauty!]",SandraVerilli,Marie-JoséeTremblay,391,2022-01-02,french,0.0,649.0,0.0
Una historia ridícula,LuisLandero,JordiBrau,404,2022-02-02,spanish,0.0,844.0,0.0
Het lot beslist anders,"AverilIves,TonStam",MariekeFrankema,276,2022-01-27,dutch,0.0,200.0,0.0
Det ukuelige hjerte,NilsNilsson,KarenBorup,641,2022-01-02,danish,0.0,300.0,0.0
Christmas with the Single Dad - Zak (German edition),"WhitleyCox,MichelleLandau-Übersetzer","CorinnaDorenkamp,MichaelBorgard",465,2022-01-02,german,0.0,334.0,0.0
Living with the Single Dad - Aaron (German edition),"WhitleyCox,RalfSchmitz-Übersetzer","LouisaNoack,AlexanderSchwarz",593,2022-01-02,german,0.0,334.0,0.0
Sommerglück in Maple Creek,OliviaAnderson,YesimMeisheit,306,2022-01-02,german,0.0,334.0,0.0
Winterzauber in Maple Creek,OliviaAnderson,YesimMeisheit,219,2022-01-02,german,0.0,334.0,0.0
Der kleine Wollmarkt im Winterglück,AnneLabus,ChrisNonnast,570,2022-01-02,german,0.0,334.0,0.0
Fighter's Heart,A.Rivers,"AlexanderCendese,ElizabethHart",285,2022-02-15,English,0.0,469.0,0.0
Jock Romeo,SaraNey,"TeddyHamilton,ArielleDeLisle",488,2022-08-02,English,0.0,668.0,0.0
My Dear F***ing Prince (French edition),"CaseyMcQuiston,SarahDali-traductrice,CélineMorzelle-traductrice",ThomasDormoy,944,2022-10-02,french,0.0,719.0,0.0
Working It Out,JoPlatt,ImogenComrie,588,2022-07-02,English,0.0,645.0,0.0
A Baby for the Billionaire,VictoriaDavies,KitSwann,447,2022-02-15,English,0.0,586.0,0.0
One Week to Score,KateMeader,MarnyeYoung,298,2022-02-15,English,0.0,586.0,0.0
Matrimonio di convenienza,FeliciaKingsley,ValentinaDeMarchi,648,2022-05-02,italian,0.0,766.0,0.0
"Someday, Someday (German edition)","EmmaScott,InkaMarter-Übersetzer","JulianTennstedt,TimSchwarzmaier",916,2022-02-15,german,0.0,468.0,0.0
Quilters of the Door,AnnHazelwood,JeannaJuleson,511,2022-01-02,English,0.0,469.0,0.0
The Trouble with Jack,AnnieSeaton,OliviaBeardsley,389,2022-01-02,English,0.0,679.0,0.0
The Long Paddock,AlissaCallen,CaseyWithoos,594,2022-01-02,English,0.0,645.0,0.0
Für immer ein Teil von dir,"ColleenHoover,MichelleLandau-Übersetzer,KattrinStier-Übersetzer","MarleneRauch,SvenMacht",628,2022-02-02,german,0.0,703.0,0.0
Право на отцовство [The Right to Paternity],MarinaKistyaeva,DmitryKuznetsov,447,2022-01-02,russian,0.0,234.0,0.0
Fiancé by Fate,JenniferShirk,SamanthaCook,413,2022-08-02,English,0.0,586.0,0.0
His Lover to Protect,KateeRobert,NatalieEaton,284,2022-08-02,English,0.0,586.0,0.0
"Мой бывший бывший. Книга 1 [My Ex Ex, Book 1]",DzhinaShei,KseniaOgneva,712,2022-01-02,russian,0.0,234.0,0.0
Незаконный брак [Illegal Marriage],SvetlanaKazakova,TatyanaBorisova,344,2022-01-02,russian,0.0,234.0,0.0
The Wrestler,BiancaLaveau,"SamanthaBrentmoor,LeeSamuels",301,2022-01-30,English,0.0,703.0,0.0
Private Instructor,"S.A.Clayton,HeroClub","ThomasOakley,DesireéKetchum",220,2022-06-02,English,0.0,501.0,0.0
Thedi Vantha Thendral [The Breeze That Came in Search],Jaisakthi,SudhaSadasivam,325,2022-10-02,tamil,0.0,104.0,0.0
Wann immer wir träumen,MichelleSchrenk,HannahSchepmann,571,2022-09-02,german,0.0,434.0,0.0
Alles was ich in dir sehe,KyraGroh,CarolinSophieGöbel,745,2022-09-02,german,0.0,434.0,0.0
Baby. Kiss (Italian edition),AudreyCarlan,"ElenaRossetto,MichelangeloSvevi",307,2022-05-02,italian,0.0,267.0,0.0
Verbotene Sehnsucht,LisaReneeJones,"FrankaBöhm,FredericBöhle",1014,2022-12-02,german,0.0,837.0,0.0
A Letter to Three Witches,ElizabethBass,"EmilyDurante,NickMondelli",557,2022-01-02,English,0.0,1407.0,0.0
Love Me One More Time,LauraBurton,ShainaSummerville,215,2022-01-02,English,0.0,469.0,0.0
Three Simple Words,A.J.Pine,MiaMadison,470,2022-01-02,English,0.0,586.0,0.0
Falling for Her Enemy,VictoriaJames,RachelPerry,341,2022-01-02,English,0.0,586.0,0.0
Grandir un peu,JulienRampin,SylviePardon,336,2022-11-02,french,0.0,793.0,0.0
Compromised in Paradise,SamantheBeck,MeghanKelly,389,2022-01-02,English,0.0,586.0,0.0
Bad Influencer,KenzieReed,"StephanieNemeth-Parker,NelsonHobbs",541,2022-01-02,English,0.0,1172.0,0.0
Broken Beast,CrystalKaswell,"RockEngle,WesleighSiobhan",618,2022-08-02,English,0.0,1172.0,0.0
Mister Enigmatic (German edition),C.R.Scott,"LisaMüller,KevinKasper",337,2022-11-02,german,0.0,502.0,0.0
The Way We Fall (German edition),JanaSchäfer,"AliciaHofer,SvenMacht",660,2022-01-02,german,0.0,736.0,0.0
Last Will and Testament,DahliaAdler,SamanthaSummers,595,2022-08-02,English,0.0,492.0,0.0
The Beat Match,KellySiskind,KimberlyM.Wetherell,636,2022-08-02,English,0.0,492.0,0.0
The Knockout Rule,KellySiskind,KimberlyM.Wetherell,695,2022-08-02,English,0.0,492.0,0.0
Faking Ms. Right (German edition),ClaireKingsley,"EllaLarsson,MichaelBorgard",600,2022-01-02,german,0.0,334.0,0.0
Strandleuchten,LivHelland,YaraBlümel,560,2022-02-15,german,0.0,703.0,0.0
The Mastermind,DylanAllen,"IoneButler,CharlesLucas",509,2022-08-02,English,0.0,844.0,0.0
Somos el último verano,SusannaHerrero,"RaúlGarcíaArrondo,DiegoPizarro,JonathanGonzalez,",787,2022-06-02,spanish,0.0,844.0,0.0
It Must Be Love,CarolineKhoury,KristinAtherton,751,2022-03-02,English,0.0,888.0,0.0
"Break Up with Him, for Me",WhitneyG.,"JoeArden,ErinMallon",499,2021-10-12,English,0.0,668.0,0.0
El último minuto de nuestras vidas,SusannaHerrero,"RaúlGarcíaArrondo,FernandoDelgado,AfricaLucadeTena,",135,2022-06-02,spanish,0.0,192.0,0.0
Out of the Blue,AlisonBliss,"WillCollyer,ErinBennett",598,2022-01-02,English,0.0,500.0,0.0
Unsere Zeit ist immer,"SophieCousens,BabetteSchröder-Übersetzer",ElenaWilms,706,2022-01-02,german,0.0,770.0,0.0
Revenge Cake,SkylerMason,"LaurenSweet,TimPaige",466,2022-02-02,English,0.0,866.0,0.0
Open Play,JNWelsh,"KevinMarron,LynnWright",606,2022-02-15,English,0.0,1008.0,0.0
The Unclaimed Baby,SherrylWoods,RobinSiegerman,441,2022-03-02,English,0.0,1172.0,0.0
Dirty Deal,MiraLynKelly,AaronShedlock,297,2022-08-02,English,0.0,1172.0,0.0
By a Thread,LucyScore,"ErinMallon,SebastianYork",861,2020-06-23,English,5.0,836.0,2.0
The Irish Prince,VirginiaNelson,CourtneyPatterson,304,2021-09-11,English,0.0,586.0,0.0
He Said Never,RuthCardello,"RockEngle,AmelieGriffin",521,2021-12-10,English,5.0,844.0,1.0
The One I Want,S.L.Scott,"SebastianYork,SummerMorton",627,2021-10-05,English,0.0,836.0,0.0
The V Card,"LaurenBlakely,LiliValente","AndiArndt,SebastianYork",329,2017-12-13,English,0.0,668.0,0.0
When Sparks Fly,HelenaHunting,"JasonClarke,StellaBloom",512,2021-09-21,English,0.0,134.0,0.0
The Prince and the Nightingale,AbhishekBhatt,SukritSharma,436,2021-09-18,English,3.0,900.0,1.0
En Nenjam Un Thanjam... [My Heart Is Your Refuge...],VijiPrabu,NancyMervin,206,2021-11-08,tamil,0.0,76.0,0.0
Kaadhal Parinayam [The Evolution of Love],Srilakshmi,VijayaShalini,447,2021-11-08,tamil,0.0,118.0,0.0
Think Outside the Boss,OliviaHayle,"AvaBlair,MercerBoffey",453,2021-10-28,English,5.0,539.0,1.0
Chasing Serenity,KristenAshley,"StellaBloom,JosephDischer,GregorySalinas",810,2021-07-09,English,0.0,836.0,0.0
Coach Me,ShanoraWilliams,"EbonyFord,RubenReid",546,2021-08-24,English,0.0,820.0,0.0
The Highland Fling,MeghanQuinn,"PaulaNederhorst,AntonyFerguson",657,2021-08-24,English,4.0,1008.0,2.0
The Varsity Dad Dilemma,LexMartin,"AlexanderCendese,VanessaEdwin",641,2021-10-21,English,0.0,836.0,0.0
Fearless Like Us,"KristaRitchie,BeccaRitchie","CarlyRobins,VikasAdam,AaronShedlock",1011,2021-09-28,English,0.0,1003.0,0.0
Love Me Like You Mean It,LauraBurton,ShainaSummerville,202,2021-09-28,English,0.0,586.0,0.0
More than Dare You,ShaylaBlack,TeddyHamilton,499,2021-02-11,English,0.0,586.0,0.0
At Your Most Beautiful,HarperBliss,AngelaDawe,455,2021-09-14,English,0.0,703.0,0.0
Not the Marrying Kind,KathrynNolan,"MaxineMitchell,WayneMitchell",716,2021-09-28,English,4.0,1172.0,1.0
The Introvert's Guide to Blind Dating,EmmaHart,SavannahPeachwood,259,2021-11-11,English,0.0,1172.0,0.0
The Rookie,KendallRyan,"JasonClarke,ErinMallon",315,2021-07-20,English,0.0,668.0,0.0
All in with Him,LaurenBlakely,"TeddyHamilton,JacobMorgan",411,2021-08-27,English,0.0,668.0,0.0
The Specialist,AnnaHackett,"StellaBloom,TeddyHamilton",424,2021-12-05,English,0.0,668.0,0.0
Sweet Cheeks,K.Bromberg,"AndiArndt,SebastianYork",644,2016-11-14,English,0.0,836.0,0.0
"Tag, We're It",ElizabethHayley,"AlexanderCendese,SummerMorton",432,2021-09-21,English,0.0,844.0,0.0
Reckoning,HelenHardt,"TroyDuran,KendallTaylor,MollyGlenmore,",434,2021-07-09,English,0.0,844.0,0.0
Rake,HelenHardt,"RyanWest,MollyGlenmore",440,2021-08-24,English,0.0,844.0,0.0
I Hate You More,LucyGilmore,"AlexKnox,MacySterling",551,2021-02-11,English,4.0,1172.0,1.0
The Introvert's Guide to Online Dating,EmmaHart,"SavannahPeachwood,TimPaige",278,2021-08-26,English,0.0,1172.0,0.0
Midnight in the Snow,KarenSwan,JulietteBurton,870,2021-10-14,English,0.0,323.0,0.0
Her Renegade Cowboy,LoraLeigh,LidiaDornet,620,2021-09-28,English,0.0,181.0,0.0
Vic Vaughn Is Vicious,JAHuss,"C.J.Mission,EmmaWilder",474,2021-08-31,English,0.0,1005.0,0.0
The Wedding Ringer,KerryRea,EmilyLawrence,630,2021-09-11,English,0.0,1005.0,0.0
Kiss and Tell,AlaindeBotton,NicholasBell,424,2013-01-05,English,0.0,937.0,0.0
Conceal,AvaHarrison,"ZacharyWebber,AndiArndt",500,2020-01-20,English,4.0,668.0,4.0
"Anna suukko, kultaseni",AnniPolva,SaaraLehtonen,318,2022-01-27,finnish,0.0,233.0,0.0
Unser ganz besonderer Moment,GabyHauptmann,SabinaGodec,792,2022-01-27,german,0.0,367.0,0.0
Conflicto de intereses,MariahEvans,RocíoGarralda,739,2022-01-19,spanish,0.0,200.0,0.0
La surprise de Vegas,RileyFlowers,"AlbertJacques,MarjorieT.,BenoîtBerthon",623,2022-01-27,french,0.0,755.0,0.0
Sassy Surrogate,"HeroClub,DorothyEwels","StephenDexter,CJBloom,JoshGoodman",257,2022-01-30,English,0.0,501.0,0.0
Ein Handwerker zum Verlieben,AureliaVelten,"SaraWegner,ChristopherMayer",267,2022-01-30,german,0.0,334.0,0.0
Idol - Gib mir alles von dir,"KristenCallihan,AnikaKlüver-Übersetzer","SandraVoss,JesseGrimm",852,2022-01-28,german,0.0,468.0,0.0
Can't Stop the Feeling (German edition),"ViKeeland,PenelopeWard,AntjeGörnig-Übersetzer","LouisFriedemannThiele,KaroRieper",579,2022-01-28,german,0.0,837.0,0.0
La détruire,CarolineGaynes,AnneGallien,391,2022-01-31,french,0.0,717.0,0.0
Blue Twilight,TessThompson,"AmandaMcKibbin,CraigA.Hart",522,2021-07-13,English,0.0,820.0,0.0
Things Liars Hide,SaraNey,"AlexanderCendese,ElizabethHart",254,2021-06-22,English,0.0,501.0,0.0
Things Liars Fake,SaraNey,"AlexanderCendese,ElizabethHart",230,2021-06-22,English,0.0,501.0,0.0
Corrupted Queen,NicoleFox,"AmelieGriffin,AlexKydd",544,2021-06-15,English,0.0,586.0,0.0
Tie Me Down,MelanieHarlow,"AmandaRonconi,ConnorCrais",531,2021-05-13,English,0.0,668.0,0.0
Sex/Life (German edition),B.B.Easton,RubinaNath,489,2021-06-25,german,0.0,669.0,0.0
Someone Like You,MarieForce,"JanineGranda,SebastianYork",626,2022-02-15,English,0.0,1407.0,0.0
A Beautiful End,AshleyA.Quinn,JennLee,541,2022-02-16,English,0.0,281.0,0.0
Visiri Vaazhai [Fan Plantain Tree],Savi,UmaMaheswari,346,2022-03-21,tamil,0.0,104.0,0.0
Sin and Ink (German edition),"NaimaSimone,CharlottePetersen-Übersetzer","NinaAlbach,KevinKasper",470,2022-03-25,german,0.0,334.0,0.0
Ruthless Prince,FaithSummers,"LaurenEzzo,AntonioAmato",749,2022-03-22,English,0.0,1340.0,0.0
Blindsided,AmyDaws,"WillWatt,CharlotteCole",642,2020-04-02,English,4.0,836.0,2.0
The Switch,BethO'Leary,"AlisonSteadman,DaisyEdgar-Jones",612,2020-04-16,English,4.0,835.0,18.0
Burn for You,J.T.Geissinger,"SebastianYork,DianaLuke",637,2017-10-17,English,4.5,603.0,5.0
The Boyfriend Experience,JAHuss,"JoeArden,VictoriaMei,TeddyHamilton",476,2018-09-25,English,5.0,1005.0,1.0
The Knight Brothers Series,CarlyPhillips,AngelaDawe,868,2019-12-24,English,4.5,937.0,2.0
Flirting with Danger,SuzanneEnoch,SamanthaCook,682,2019-03-26,English,0.0,703.0,0.0
The Chase,ElleKennedy,"JacobMorgan,CJBloom",627,2019-05-03,English,5.0,836.0,1.0
The Mistake,ElleKennedy,"LoreleiAvalon,LeeSamuels",612,2015-03-11,English,4.0,668.0,9.0
Handle with Care,HelenaHunting,"AndiArndt,JacobMorgan",492,2019-08-27,English,4.0,134.0,3.0
How Sweet It Is,DylanNewton,"MaxLloyd-Jones,EvaTavares",560,2021-07-13,English,0.0,500.0,0.0
Dr. OB,MaxMonroe,"StephanieWyles,AlexanderCendese",514,2017-01-08,English,0.0,938.0,0.0
Make Me,TessaBailey,RachelDulude,428,2020-04-14,English,5.0,586.0,1.0
Dirty Sexy Player,LaurelinPaige,"ElenaWolfe,JacobMorgan",434,2018-10-04,English,4.5,1003.0,2.0
A Few Things Left Unsaid,SudeepNagarkar,VishalMenon,500,2020-03-26,English,4.5,879.0,8.0
Plus One,AleathaRomig,"SamanthaPrescott,BrianPallino",420,2017-08-29,English,0.0,668.0,0.0
All the Way,KendallRyan,"JasonClarke,ErinMallon",361,2019-09-24,English,4.5,668.0,2.0
Seeking Love,BarbaraCartland,AnthonyWren,264,2017-05-31,English,0.0,166.0,0.0
Yes & I Love You,RoniLoren,DesireeKetchum,679,2021-02-03,English,4.0,1172.0,1.0
"Love Always, Wild",A.M.Johnson,"KirtGraves,TimPaige",561,2021-03-16,English,0.0,586.0,0.0
Bennett Mafia,Tijan,NatalieEaton,803,2019-06-25,English,5.0,836.0,1.0
The A.I. Who Loved Me,AlyssaCole,"ReginaHall,MindyKaling,FeodorChin,",318,2019-03-12,English,4.0,1003.0,9.0
Full Tilt,EmmaScott,"NelsonHobbs,CaitlinKelly",655,2017-03-21,English,3.5,938.0,2.0
Making Faces,AmyHarmon,RobShapiro,610,2014-03-19,English,5.0,1008.0,1.0
Carter Reed 2,Tijan,"ChristianFox,LucyRivers",521,2015-07-07,English,5.0,938.0,2.0
Until July,AuroraRoseReynolds,"JillianMacie,RogerWayne",451,2016-08-03,English,0.0,820.0,0.0
The Devil Wears Black,L.J.Shen,"AvaErickson,SebastianYork",684,2021-09-03,English,3.5,1008.0,6.0
After,AnnaTodd,GiuliaBersani,941,2018-06-20,italian,1.0,497.0,2.0
Love and Neckties,LaceyBlack,"RachelDulude,AlexKydd",515,2021-04-13,English,0.0,586.0,0.0
How to Get Lucky,"LaurenBlakely,JoeArden","JoeArden,MaxineMitchell-epilogue,ErinMallon-epilogue,",391,2021-01-14,English,0.0,668.0,0.0
Mafia King,RachelVanDyken,"AlexanderCendese,JillianMacie",209,2021-04-27,English,0.0,680.0,0.0
The Billionaire Stepbrother,EmmaLea,AmySoakes,501,2021-07-21,English,0.0,539.0,0.0
